,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,categorical_feature_1
0,2,1.3172607875316173,8.358736775523862,0.01275847222693545,-5.217166411624963,4.527006072129543,-1.4060897355151911,-0.34214276966931023,0.3480812518142872,-3.012028336068735,-0.030037560098018473,-0.765011661326091,-0.44370835850784485,1.0438322259815251,-0.09177083877675249,1.1762360508062437,-0.880417238058818,1.5685915523191678,-1.7060707321220512,-0.3799808233909294,-0.31846564752410556,-1.1695106922470515,1.3563344040070946,0.5359975676955332,-0.1314344382472004,2.3299644313390613,-0.6843232327219309,1.9941692639948256,1.934353862370589,0.40681777737742275,-4.655728371314339,C
1,0,7.340126631863229,-3.555115164419064,-1.4023739605894603,3.7959759541145086,2.906872563418884,0.8343051020294385,-0.4744243357730177,0.37916293230426457,3.0103502091437004,1.085284507579313,-2.4575096254514404,-2.252354474405184,0.027248475956762747,4.244418218059648,0.4261435231138161,0.2421948015791299,-1.3886834894138298,0.9757579556890488,-2.107836345221616,-4.199434416267695,7.458773563082847,-1.238010536760458,3.314474516207594,0.8302176732515221,-3.315988634536282,5.6787542666730095,0.8689317714590509,-5.463458251050364,1.515239976845994,-2.6830210269783117,C
2,3,1.6698934629309874,-0.15666097548507865,-0.44394006878361614,1.6795358792412594,2.2755286454952017,-0.015023303079330017,0.17982921824846265,1.1077405626748238,4.331328702883813,-0.4222551557272284,-0.9621137678899446,-2.953092335037192,-1.6315807008545904,-2.3818795435690183,0.09398235349747192,2.171647161999707,2.086418314493325,0.8507085899121941,-0.4779333239544796,-0.29355078416244884,1.2962755497332994,0.01997323076072202,2.025434454429567,-1.5392275115205682,-0.12495943154568886,0.7290420133785286,-0.9332189203871216,1.3350449138428142,0.9178106923125342,4.19069854038644,A
3,0,-0.6236028332082703,0.12244494197885594,0.8132458860580944,5.045944089945088,-2.0385022492523293,0.568874515778577,0.5826839285216638,-1.882058384012661,0.38060675706667046,0.7421715625586959,2.260215061885267,0.8255632950070361,0.804980053001617,5.7003921985709365,0.49333728721448533,0.994722035603701,3.863302187857498,6.24380945724601,-0.24765159481283408,0.4298654434947039,0.037361294263864725,0.9262936876033473,-1.7374470192725218,-0.7138462606493474,-1.130350914620529,-3.553303550083537,-0.6675415354609706,-0.21819924216921513,-4.047490462921654,11.728423620240262,C
4,1,0.8485036846144766,-6.271396475362496,-1.7647459202978628,-0.7183529163488052,1.9899702938410782,-1.5941446486866673,-0.7193575569932352,3.3301503472542286,-0.14144839743792367,-4.353223350784955,3.8015708583805643,-1.5563199875094107,0.22299840202388946,-1.51510631910012,-0.2700243492738654,0.5747022630672112,-2.220202917222358,-4.809569385340665,-0.853683067491432,-3.7255782496117944,-2.3034643535644266,-0.5158690395657037,2.0307223671810224,1.7436849659694746,-3.0041925708628643,-4.374809973898326,0.30628310091444977,5.932731580372182,3.3163023933872546,3.973014003707725,B
5,3,0.3343343794405784,0.5526663733728404,-0.5760409747035121,1.770211461647631,3.0563001180472047,0.6143297012663232,-0.7701155941200807,0.4627422181113795,0.3711503660325489,-1.4986795503425911,-0.6482961340543626,-5.54122373083392,-4.6348863242052865,0.5324825635162446,2.8593431581704594,-0.1641651383770439,-2.528421006395399,-5.435124611446089,0.11190868092537674,-0.004434862991451655,0.9777136797705318,0.11494216536594394,-1.8896118538691749,0.008319649983234229,-2.687512778117006,0.2403256801886006,-0.5153233753372781,2.5658129467272537,-0.8390884520761913,10.96213689509799,A
6,1,4.433728744395124,-2.128151857386273,-1.7759040144642209,-0.503857791823399,0.4321613965395583,0.04372068098302402,-0.27602078100340044,3.2557326112241136,-4.193140530881662,-0.8367419624453921,-2.5152852529063163,4.184985709630519,2.3855995446147436,-2.5830375658021025,1.4834839417457264,-0.30822710254385477,-0.3063080035575526,-1.5531156121885872,-0.07642801648140451,1.1367519706419804,1.723270921814068,0.3871949478840312,-4.092078290548352,-0.8121961658773511,2.091505695627392,-6.082619775201934,-0.49016626415361175,-4.360210012980104,0.056516568337822176,-10.006187949188481,A
7,2,3.42143565941374,0.39543351345514977,0.3991621662293451,-2.153500473143095,-1.949816389549453,2.1900739443843724,-0.06881548463008297,-2.7953154498678607,3.9981808501189513,1.5620555672323453,-0.3172061675418051,2.4704469020172604,-2.1639898395022272,2.6997116050212946,0.4555653115355843,0.20951055089809067,-2.648407256608823,-7.2172591679513385,0.45958264831217444,1.6817712431432477,-1.3894325083331398,-0.20505539857446567,0.8472236381765409,-0.8783741608283521,2.6775858745381056,-3.1226113839792338,-0.9786064149253005,-0.8486426133723639,-0.10760081670065,-5.239823100633532,C
8,2,0.888875227791315,-10.29642547488768,-0.7297052414462984,-2.605717769039814,0.8073472237097427,-1.8277266726314705,-1.7421516311403937,-4.203966394905506,2.2833768921282664,2.016649941622041,1.3125551440578618,0.1698996557964633,2.0439766985122643,-5.1631970554961955,0.1867124359241562,0.008570842366212028,-0.8748281464722677,-6.019625328352525,0.30325150327430883,-2.5640441205307583,0.7313874212525936,0.8055888204632744,-1.3688633181405527,-1.3676660764515427,-2.214121358236842,-0.03920697326237363,-1.4026902212961736,-1.882790539699227,4.433837280458963,-7.746198747796204,A
9,2,-0.27158704201705,4.706092705538876,1.375313845495578,-0.36560077564415827,2.9979177215502117,1.128075176172058,-0.7473290603317397,0.2377246073716174,-0.8344412964909723,-3.917139516159041,1.0718412894524483,0.1966992814029173,-4.695621672249639,-1.2368253896156247,0.3216687023532683,2.7617994835520574,-4.4692605630238695,-3.3243077541294968,-0.028640086960883576,0.22841031075519672,-0.7304312705764654,1.345509623767345,2.74626254371096,-0.5653685736214366,1.5708137440188166,2.8931824233942773,-0.9555554602013653,-1.9523790899085602,-1.5510972183098994,-6.451491344192539,C
